name,parent,concept_name,source,standard_semantic_hierarchy
Hydraulic fracturing wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Impounding and storing salt water in connection with petroleum production,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Installing production equipment at the oil or gas field on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Lease tank cleaning and repairing on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Logging wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Mouse hole and rat hole drilling at oil and gas fields on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Mud service for oil field drilling on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Oil and gas field services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Oil field exploration (except surveying) on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Oil sampling services on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Oil well logging on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Oil well rig building, repairing, and dismantling, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Operating condensate gasoline field gathering lines on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Paraffin services, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Perforating oil and gas well casings on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Pipe testing services, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Plugging and abandoning wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Preparation of oil and gas field drilling sites (except site preparation and related construction contractor activities) on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Pulling oil and gas field casings, tubes, or rods on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Pumping oil and gas wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Rathole and mousehole drilling at oil and gas fields on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Rig skidding, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Roustabout mining services, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Salt water disposal systems, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Sandblasting pipelines on lease, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Seismograph exploration (except surveying) for oil and gas on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Servicing oil and gas wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Shot hole drilling, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Skidding of rigs, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Slush pits and cellars, excavation of, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Steam cleaning oil and gas wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Stratigraphic drilling, oil and gas field exploration on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Surveying (except seismographic) oil or gas wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Swabbing oil or gas wells on a contract basis,Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well casing running, cutting and pulling, oil and gas field on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well logging, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well plugging, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well pumping, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well servicing, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Well surveying, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
"Wireline services, oil and gas field, on a contract basis",Support Activities for Oil and Gas Operations ,Index Description,2022 NAICS,Yes
Anthracite mine tunneling on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Anthracite mining services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Auger coal mining services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Bituminous coal mining services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Bituminous coal or lignite surface mine site development (except site preparation and related construction contractor activities) on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Bituminous coal stripping service on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Bituminous or lignite auger mining service on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Blasting services, coal mining, on a contract basis",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Coal mining services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Coal mining support services on a contract basis (e.g., tunneling, blasting, training, overburden removal) (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Culm bank recovery, anthracite, on a contract basis",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Culm bank recovery, coal, on a contract basis",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Draining or pumping coal mines on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Drilling services for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Exploration services for coal (except geophysical surveying and mapping) on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Lignite mining services on a contract basis (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Mine shaft sinking services for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Mine tunneling services for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Overburden removal for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Prospect and test drilling services for coal mining on contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Pumping or draining coal mines on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Removal of overburden for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Shaft sinking for coal mines on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Sinking shafts for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Stripping overburden services for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
Tunneling services for coal mining on a contract basis,Support Activities for Coal Mining ,Index Description,2022 NAICS,Yes
"Blasting services, metal mining, on a contract basis",Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Boring test holes for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Draining or pumping of metal mines on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Drilling services for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Exploration services for metal (except geophysical surveying and mapping) on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
"Metal mining support services on a contract basis (e.g., shaft sinking, tunneling, blasting) (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Mine development (except site preparation and related construction contractor activities) for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Mine shaft sinking services for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Mine tunneling services for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Overburden removal for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Prospect and test drilling services for metal mining on contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Pumping or draining metal mines on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Removal of overburden for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Shaft sinking for metal mines on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Sinking shafts for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Stripping overburden services for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
Test drilling for metal mining on a contract basis,Support Activities for Metal Mining ,Index Description,2022 NAICS,Yes
"Blasting services, nonmetallic minerals mining (except fuels) on a contract basis",Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Boring test holes for nonmetallic minerals mining (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Draining or pumping of nonmetallic mineral mines (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Drilling services for nonmetallic mineral (except fuels) mining on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Exploration services for nonmetallic minerals (except geophysical surveying and mapping) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Mine shaft sinking services for nonmetallic minerals (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Mine tunneling services for nonmetallic minerals (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Nonmetallic minerals mine development on a contract basis (except site preparation and related construction activities),Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
"Nonmetallic minerals mining support services on a contract basis (e.g., blasting, shaft sinking, tunneling) (except geophysical surveying and mapping, site preparation, construction, and transportation activities)",Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Overburden removal for nonmetallic minerals mining (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Prospect and test drilling services for nonmetallic mineral mining (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Pumping or draining nonmetallic mineral mines (except fuel) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Removal of overburden for nonmetallic minerals mining (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Stripping overburden services for nonmetallic minerals mining (except fuels) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
Test drilling for nonmetallic minerals mining (except fuel) on a contract basis,Support Activities for Nonmetallic Minerals (except Fuels) Mining ,Index Description,2022 NAICS,Yes
"Electric power generation, hydroelectric",Hydroelectric Power Generation ,Index Description,2022 NAICS,Yes
Hydroelectric power generation,Hydroelectric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, hydroelectric",Hydroelectric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, fossil fuel (e.g., coal, oil, gas)",Fossil Fuel Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, fossil fuel (e.g., coal, gas, oil), electric",Fossil Fuel Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, nuclear",Nuclear Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, nuclear electric",Nuclear Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, solar  ",Solar Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, solar electric",Solar Electric Power Generation ,Index Description,2022 NAICS,Yes
Solar farms,Solar Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, wind",Wind Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, wind electric",Wind Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, geothermal",Geothermal Electric Power Generation ,Index Description,2022 NAICS,Yes
Geothermal electric power generation,Geothermal Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, geothermal",Geothermal Electric Power Generation ,Index Description,2022 NAICS,Yes
Biomass electric power generation,Biomass Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, biomass",Biomass Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, biomass",Biomass Electric Power Generation ,Index Description,2022 NAICS,Yes
"Electric power generation, tidal",Other Electric Power Generation ,Index Description,2022 NAICS,Yes
"Power generation, tidal electric",Other Electric Power Generation ,Index Description,2022 NAICS,Yes
Electric power control,Electric Bulk Power Transmission and Control ,Index Description,2022 NAICS,Yes
Electric power transmission systems,Electric Bulk Power Transmission and Control ,Index Description,2022 NAICS,Yes
Transmission of electric power,Electric Bulk Power Transmission and Control ,Index Description,2022 NAICS,Yes
Distribution of electric power,Electric Power Distribution ,Index Description,2022 NAICS,Yes
Electric power brokers,Electric Power Distribution ,Index Description,2022 NAICS,Yes
Electric power distribution systems,Electric Power Distribution ,Index Description,2022 NAICS,Yes
"Blue gas, carbureted, distribution",Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Coke oven gas distribution,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Distribution of manufactured gas,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Distribution of natural gas,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Distribution of renewable natural gas (RNG),Natural Gas Distribution ,Index Description,2022 NAICS,Yes
"Gas, manufactured, distribution",Natural Gas Distribution ,Index Description,2022 NAICS,Yes
"Gas, mixed natural and manufactured, distribution",Natural Gas Distribution ,Index Description,2022 NAICS,Yes
"Gas, natural, distribution",Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Liquefied petroleum gas (LPG) distribution through mains,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Manufactured gas distribution,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Natural gas brokers,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Natural gas distribution systems,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Natural gas distribution with transmission,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
Natural gas marketers,Natural Gas Distribution ,Index Description,2022 NAICS,Yes
"Canal, irrigation",Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
"Filtration plant, water",Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
"Impounding reservoirs, irrigation",Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Irrigation system operation,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water distribution (except irrigation),Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water distribution for irrigation,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water filtration plant operation,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water supply systems,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water treatment and distribution,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
Water treatment plants,Water Supply and Irrigation Systems ,Index Description,2022 NAICS,Yes
"Collection, treatment, and disposal of waste through a sewer system",Sewage Treatment Facilities ,Index Description,2022 NAICS,Yes
Sewage disposal plants,Sewage Treatment Facilities ,Index Description,2022 NAICS,Yes
Sewage treatment plants or facilities,Sewage Treatment Facilities ,Index Description,2022 NAICS,Yes
Sewer systems,Sewage Treatment Facilities ,Index Description,2022 NAICS,Yes
"Waste collection, treatment, and disposal through a sewer system",Sewage Treatment Facilities ,Index Description,2022 NAICS,Yes
Air-conditioning supply,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Cooled air distribution,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Distribution of cooled air,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Distribution of heated air,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Distribution of steam heat,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Geothermal steam production,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
"Heat, steam, distribution",Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Heated air distribution,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Heating steam (suppliers of heat) providers,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Steam heat distribution,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
"Steam heating systems (i.e., suppliers of heat)",Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Steam production and distribution,Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
"Steam supply systems, including geothermal",Steam and Air-Conditioning Supply ,Index Description,2022 NAICS,Yes
Cabin construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Condominium, single-family, construction general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Construction management, single-family building",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Cottage construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Custom builders (except for-sale), single-family home",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Duplex (i.e., side-by-side) construction general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Home builders (except for-sale), single-family",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Housing, single-family, construction general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Log home construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Low income housing, single-family, construction general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Modular single-family housing assembled on site by general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Panelized single-family housing assembled on site by general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Precut single-family housing assembled on site by general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Prefabricated residential building erection, single-family",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Premanufactured single-family housing assembled on site by general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Residential construction, single-family, general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Row house (i.e., single-family type) construction general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Single-family attached housing construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Single-family detached housing construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Single-family homes built on land owned by others, general contractors of",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Single-family house construction by general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Time-share condominium construction general contractors,New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Town house (i.e., single-family type) construction by general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Vacation home, single-family, construction by general contractors",New Single-Family Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Apartment building construction general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Condominium, multifamily, construction general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Construction management, multifamily building",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Cooperative apartment, construction general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Custom builders (except for-sale), multifamily buildings",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Duplex (i.e., one unit above the other), construction general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Garden apartment construction general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
High-rise apartment construction general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Home builders (except for-sale), multifamily",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Housing, multifamily, construction general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Low income housing, multifamily, construction general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Low-rise apartment  construction general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Multifamily building construction general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Panelized multifamily housing assembled on site by general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Precut multifamily housing assembled on site by general contractors,New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Prefabricated residential building erection, multifamily",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
"Residential construction, multifamily, general contractors",New Multifamily Housing Construction (except For-Sale Builders) ,Index Description,2022 NAICS,Yes
Apartment building for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Cabin for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Condominium for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Cooperative apartment for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Cottage for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Custom builders, for-sale builders, multifamily buildings",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Custom builders, for-sale builders, single-family home",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Duplex for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"For-sale builders (i.e., building on own land, for sale), residential",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"For-sale builders (i.e., building on own land, for sale), single-family housing",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Garden apartment for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
High-rise apartment for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Home builders, for-sale",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Housing construction, for-sale builder",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Housing construction, merchant builder",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Log home for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Low income housing construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Low-rise apartment for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Merchant builders (i.e., building on own land, for sale), residential",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Modular housing, residential, assembled on site by for-sale builders",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Multifamily building for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Panelized housing, residential, assembled on site by for-sale builders",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Panelized multifamily housing assembled on site by for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Precut housing, residential, assembled on site by for-sale builders",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Premanufactured housing assembled on site by for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Residential for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Row house construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Single-family housing built on own land for sale (i.e., for-sale builders)",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Single-family housing construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Speculative builders (i.e., building on own land, for sale), multifamily housing",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Speculative builders (i.e., building on own land, for sale), residential",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Speculative builders (i.e., building on own land, for sale), single-family housing",New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Time-share condominium construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Town house construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
Vacation housing construction for-sale builders,New Housing For-Sale Builders ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation (i.e., construction), multifamily building",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation (i.e., construction), residential building",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation of single-family dwellings",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, multifamily building, for-sale builders",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, multifamily building, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, residential building, for-sale builders",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, residential building, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, single-family housing, for-sale builders",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Addition, alteration and renovation, single-family housing, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Building, residential, addition, alteration and renovation",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Construction management, residential remodeling",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Fire and flood restoration, multifamily building, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Fire and flood restoration, single-family housing, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Handyman construction service, residential building",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Home improvement (e.g., adding on, remodeling, renovating)",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Home improvement (e.g., adding on, remodeling, renovating), multifamily building, for-sale builders",Residential Remodelers ,Index Description,2022 NAICS,Yes
"Home improvement (e.g., adding on, remodeling, renovating), multifamily building, general contractors",Residential Remodelers ,Index Description,2022 NAICS,Yes
